gene_id,gene_type,gene_short_name
ENSMUSG00000082373.2,unitary_pseudogene,Gm13754
ENSMUSG00000025959.13,protein_coding,Klf7
ENSMUSG00000097272.1,lincRNA,Gm26649
ENSMUSG00000098487.1,miRNA,Mir6899
ENSMUSG00000086836.1,antisense,Gm13748
ENSMUSG00000101895.1,lincRNA,Gm28981
ENSMUSG00000025958.14,protein_coding,Creb1
ENSMUSG00000025956.10,protein_coding,Mettl21a
ENSMUSG00000101832.1,lincRNA,Gm28982
ENSMUSG00000100437.1,lincRNA,Gm29152
ENSMUSG00000087213.2,processed_transcript,2810408I11Rik
ENSMUSG00000070871.10,protein_coding,Ccnyl1
ENSMUSG00000045005.9,protein_coding,Fzd5
ENSMUSG00000102140.1,TEC,Gm38058
ENSMUSG00000051344.13,protein_coding,Plekhm3
ENSMUSG00000084416.3,processed_pseudogene,Rpl10a-ps1
ENSMUSG00000025955.13,protein_coding,Akr1cl
ENSMUSG00000070870.6,protein_coding,Cryge
ENSMUSG00000044429.8,protein_coding,Cryga
ENSMUSG00000044816.10,protein_coding,D630023F18Rik
ENSMUSG00000025950.16,protein_coding,Idh1
ENSMUSG00000025949.16,protein_coding,Pikfyve
ENSMUSG00000025946.13,protein_coding,Pth2r
ENSMUSG00000015222.17,protein_coding,Map2
ENSMUSG00000088850.1,snoRNA,Gm24729
ENSMUSG00000073656.4,antisense,Gm10558
ENSMUSG00000065694.1,snRNA,Gm25411
ENSMUSG00000055567.17,protein_coding,Unc80
ENSMUSG00000103375.1,TEC,Gm37181
ENSMUSG00000026005.15,protein_coding,Rpe
ENSMUSG00000026004.15,protein_coding,Kansl1l
ENSMUSG00000102559.1,TEC,Gm37570
ENSMUSG00000102374.1,TEC,Gm38387
ENSMUSG00000102776.1,TEC,Gm38162
ENSMUSG00000082057.1,processed_pseudogene,Gm15789
ENSMUSG00000103706.1,TEC,6820402A03Rik
ENSMUSG00000103756.1,TEC,Gm37285
ENSMUSG00000103382.1,TEC,Gm37755
ENSMUSG00000103553.1,TEC,Gm38218
ENSMUSG00000026003.5,protein_coding,Acadl
ENSMUSG00000082769.3,processed_pseudogene,Gm15793
ENSMUSG00000061816.15,protein_coding,Myl1
ENSMUSG00000026000.16,protein_coding,Lancl1
ENSMUSG00000025991.8,protein_coding,Cps1
ENSMUSG00000086204.1,lincRNA,Gm15668
ENSMUSG00000062209.15,protein_coding,Erbb4
ENSMUSG00000102449.1,TEC,Gm37100
ENSMUSG00000083795.1,processed_pseudogene,Gm15670
ENSMUSG00000080539.1,snRNA,Gm25542
ENSMUSG00000103307.1,TEC,Gm19335
ENSMUSG00000104508.1,TEC,Gm37735
ENSMUSG00000103642.1,TEC,Gm37769
ENSMUSG00000103809.1,TEC,Gm37061
ENSMUSG00000087514.1,sense_intronic,Gm16076
ENSMUSG00000100354.1,lincRNA,Gm29113
ENSMUSG00000101156.1,antisense,Gm29114
ENSMUSG00000025997.13,protein_coding,Ikzf2
ENSMUSG00000100815.1,sense_intronic,Gm29112
ENSMUSG00000099954.1,sense_intronic,Gm28112
ENSMUSG00000053153.14,protein_coding,Spag16
ENSMUSG00000045648.15,protein_coding,Vwc2l
ENSMUSG00000026196.7,protein_coding,Bard1
ENSMUSG00000089965.1,processed_pseudogene,Gm16236
ENSMUSG00000050296.14,protein_coding,Abca12
ENSMUSG00000026192.13,protein_coding,Atic
ENSMUSG00000026193.15,protein_coding,Fn1
ENSMUSG00000073652.10,antisense,Apol7d
ENSMUSG00000101211.1,lincRNA,Gm28818
ENSMUSG00000101848.1,lincRNA,4933417E11Rik
ENSMUSG00000101764.1,lincRNA,4930556G22Rik
ENSMUSG00000102123.1,lincRNA,Gm4319
ENSMUSG00000039395.8,protein_coding,Mreg
ENSMUSG00000094655.1,snRNA,Gm25360
ENSMUSG00000097131.1,lincRNA,D230017M19Rik
ENSMUSG00000093843.1,snRNA,Gm25939
ENSMUSG00000026189.13,protein_coding,Pecr
ENSMUSG00000026188.11,protein_coding,Tmem169
ENSMUSG00000026187.8,protein_coding,Xrcc5
ENSMUSG00000039372.5,protein_coding,March4
ENSMUSG00000039354.16,protein_coding,Smarcal1
ENSMUSG00000110712.1,antisense,RP23-432C4.2
ENSMUSG00000039342.5,protein_coding,Ankar
ENSMUSG00000046330.10,protein_coding,Rpl37a
ENSMUSG00000039323.18,protein_coding,Igfbp2
ENSMUSG00000026185.8,protein_coding,Igfbp5
ENSMUSG00000101968.6,antisense,1700027A15Rik
ENSMUSG00000102266.1,TEC,Gm38106
ENSMUSG00000101112.1,lincRNA,Gm29185
ENSMUSG00000099877.6,lincRNA,Pinc
ENSMUSG00000101812.1,lincRNA,D530049I02Rik
ENSMUSG00000100301.6,lincRNA,6030407O03Rik
ENSMUSG00000101344.1,lincRNA,Gm29183
ENSMUSG00000055322.15,protein_coding,Tns1
ENSMUSG00000061815.11,protein_coding,Rufy4
ENSMUSG00000026180.8,protein_coding,Cxcr2
ENSMUSG00000006304.14,protein_coding,Arpc2
ENSMUSG00000064272.3,protein_coding,Gpbar1
ENSMUSG00000006299.13,protein_coding,Aamp
ENSMUSG00000026179.14,protein_coding,Pnkd
ENSMUSG00000103013.1,TEC,Gm37503
ENSMUSG00000006301.17,protein_coding,Tmbim1
ENSMUSG00000099931.1,sense_intronic,Gm29358
ENSMUSG00000103403.1,TEC,Gm37931
ENSMUSG00000073650.8,protein_coding,Catip
ENSMUSG00000026177.11,protein_coding,Slc11a1
ENSMUSG00000026176.13,protein_coding,Ctdsp1
ENSMUSG00000026175.12,protein_coding,Vil1
ENSMUSG00000033364.13,protein_coding,Usp37
ENSMUSG00000103227.1,TEC,Gm37733
ENSMUSG00000026174.9,protein_coding,Cnot9
ENSMUSG00000026173.15,protein_coding,Plcd4
ENSMUSG00000026135.17,protein_coding,Zfp142
ENSMUSG00000026172.12,protein_coding,Bcs1l
ENSMUSG00000026171.12,protein_coding,Rnf25
ENSMUSG00000033276.18,protein_coding,Stk36
ENSMUSG00000033257.14,protein_coding,Ttll4
ENSMUSG00000026170.6,protein_coding,Cyp27a1
ENSMUSG00000006542.13,protein_coding,Prkag3
ENSMUSG00000033227.7,protein_coding,Wnt6
ENSMUSG00000099472.1,antisense,Gm29539
ENSMUSG00000026167.14,protein_coding,Wnt10a
ENSMUSG00000089964.1,processed_transcript,Gm16582
ENSMUSG00000090071.4,protein_coding,Cdk5r2
ENSMUSG00000055197.4,protein_coding,Fev
ENSMUSG00000006546.3,protein_coding,Cryba2
ENSMUSG00000047021.14,protein_coding,Ccdc108
ENSMUSG00000006538.11,protein_coding,Ihh
ENSMUSG00000026162.7,protein_coding,Nhej1
ENSMUSG00000026205.8,protein_coding,Slc23a3
ENSMUSG00000033159.14,protein_coding,Cnppd1
ENSMUSG00000049339.16,protein_coding,Fam134a
ENSMUSG00000026197.12,protein_coding,Zfand2b
ENSMUSG00000026198.15,protein_coding,Abcb6
ENSMUSG00000033124.15,protein_coding,Atg9a
ENSMUSG00000026199.17,protein_coding,Ankzf1
ENSMUSG00000026200.13,protein_coding,Glb1l
ENSMUSG00000026201.12,protein_coding,Stk16
ENSMUSG00000026202.13,protein_coding,Tuba4a
ENSMUSG00000096094.2,protein_coding,A630095N17Rik
ENSMUSG00000026203.16,protein_coding,Dnajb2
ENSMUSG00000026204.15,protein_coding,Ptprn
ENSMUSG00000101840.1,antisense,Gm28294
ENSMUSG00000033061.15,protein_coding,Resp18
ENSMUSG00000100556.1,antisense,Gm28902
ENSMUSG00000026209.15,protein_coding,Dnpep
ENSMUSG00000026208.9,protein_coding,Des
ENSMUSG00000085653.7,antisense,Gm15179
ENSMUSG00000026207.16,protein_coding,Speg
ENSMUSG00000086053.1,antisense,Gm15178
ENSMUSG00000033021.16,protein_coding,Gmppa
ENSMUSG00000033007.15,protein_coding,Asic4
ENSMUSG00000102605.1,TEC,Gm37264
ENSMUSG00000032997.16,protein_coding,Chpf
ENSMUSG00000026211.17,protein_coding,Obsl1
ENSMUSG00000051703.14,protein_coding,Tmem198
ENSMUSG00000032968.4,protein_coding,Inha
ENSMUSG00000026213.15,protein_coding,Stk11ip
ENSMUSG00000006576.16,protein_coding,Slc4a3
ENSMUSG00000100827.1,lincRNA,Gm29069
ENSMUSG00000100553.6,lincRNA,Gm17751
ENSMUSG00000100534.1,lincRNA,Gm816
ENSMUSG00000026235.14,protein_coding,Epha4
ENSMUSG00000099141.1,miRNA,Mir6352
ENSMUSG00000102052.1,lincRNA,Gm28387
ENSMUSG00000004872.15,protein_coding,Pax3
ENSMUSG00000032908.9,protein_coding,Sgpp2
ENSMUSG00000099561.1,antisense,Gm28410
ENSMUSG00000102945.1,TEC,Gm37884
ENSMUSG00000026245.16,protein_coding,Farsb
ENSMUSG00000104018.1,TEC,4833412K13Rik
ENSMUSG00000090486.2,protein_coding,BC035947
ENSMUSG00000012187.13,protein_coding,Mogat1
ENSMUSG00000099364.1,lincRNA,5730419F03Rik
ENSMUSG00000032883.15,protein_coding,Acsl3
ENSMUSG00000079470.8,protein_coding,Utp14b
ENSMUSG00000099377.1,processed_pseudogene,Gm6159
ENSMUSG00000099706.1,lincRNA,Gm29536
ENSMUSG00000047330.8,protein_coding,Kcne4
ENSMUSG00000050711.7,protein_coding,Scg2
ENSMUSG00000054702.14,protein_coding,Ap1s3
ENSMUSG00000073643.11,protein_coding,Wdfy1
ENSMUSG00000026248.9,protein_coding,Mrpl44
ENSMUSG00000026249.10,protein_coding,Serpine2
ENSMUSG00000043230.2,protein_coding,Fam124b
ENSMUSG00000103404.1,TEC,Gm37932
ENSMUSG00000004364.14,protein_coding,Cul3
ENSMUSG00000103076.1,TEC,Gm37902
ENSMUSG00000103525.1,TEC,Gm37262
ENSMUSG00000101483.1,antisense,1700016L21Rik
ENSMUSG00000110100.1,protein_coding,Gm45261
ENSMUSG00000038608.15,protein_coding,Dock10
ENSMUSG00000103192.1,TEC,Gm37645
ENSMUSG00000104488.1,TEC,Gm38062
ENSMUSG00000102721.1,TEC,A630081D01Rik
ENSMUSG00000054976.14,protein_coding,Nyap2
ENSMUSG00000055980.2,protein_coding,Irs1
ENSMUSG00000022591.5,protein_coding,Gm9747
ENSMUSG00000026142.15,protein_coding,Rhbdd1
ENSMUSG00000104493.1,TEC,Gm19552
ENSMUSG00000100786.1,antisense,Gm28940
ENSMUSG00000067158.9,protein_coding,Col4a4
ENSMUSG00000079465.8,protein_coding,Col4a3
ENSMUSG00000097564.2,processed_transcript,C430014B12Rik
ENSMUSG00000026150.14,protein_coding,Mff
ENSMUSG00000101450.1,sense_intronic,Gm28941
ENSMUSG00000026149.2,protein_coding,Tm4sf20
ENSMUSG00000026159.13,protein_coding,Agfg1
ENSMUSG00000038496.16,protein_coding,Slc19a3
ENSMUSG00000053161.16,protein_coding,Daw1
ENSMUSG00000026163.17,protein_coding,Sphkap
ENSMUSG00000104374.1,TEC,Gm37517
ENSMUSG00000100580.6,lincRNA,4933436I20Rik
ENSMUSG00000045658.16,protein_coding,Pid1
ENSMUSG00000102750.1,TEC,Gm37058
ENSMUSG00000036766.12,protein_coding,Dner
ENSMUSG00000104396.1,TEC,Gm37959
ENSMUSG00000102481.1,TEC,Gm37925
ENSMUSG00000026219.14,protein_coding,Trip12
ENSMUSG00000103505.1,TEC,Gm38374
ENSMUSG00000104503.1,TEC,Gm37738
ENSMUSG00000073633.9,protein_coding,Fbxo36
ENSMUSG00000026220.6,protein_coding,Slc16a14
ENSMUSG00000052477.15,protein_coding,C130026I21Rik
ENSMUSG00000091199.9,transcribed_unprocessed_pseudogene,Gm2619
ENSMUSG00000089716.7,transcribed_unprocessed_pseudogene,Gm6264
ENSMUSG00000070034.13,protein_coding,Sp110
ENSMUSG00000070031.11,protein_coding,Sp140
ENSMUSG00000026222.16,protein_coding,Sp100
ENSMUSG00000052760.15,protein_coding,A630001G21Rik
ENSMUSG00000036707.16,protein_coding,Cab39
ENSMUSG00000026223.15,protein_coding,Itm2c
ENSMUSG00000026224.11,protein_coding,4933407L21Rik
ENSMUSG00000049608.8,protein_coding,Gpr55
ENSMUSG00000026226.15,protein_coding,Spata3
ENSMUSG00000026227.11,protein_coding,2810459M11Rik
ENSMUSG00000026229.17,protein_coding,Psmd1
ENSMUSG00000077274.1,snoRNA,Gm22786
ENSMUSG00000026228.6,protein_coding,Htr2b
ENSMUSG00000103272.1,TEC,Gm37914
ENSMUSG00000094638.1,protein_coding,Gm21972
ENSMUSG00000062590.13,protein_coding,Armc9
ENSMUSG00000087538.1,antisense,Gm16341
ENSMUSG00000079445.3,protein_coding,B3gnt7
ENSMUSG00000026234.12,protein_coding,Ncl
ENSMUSG00000104627.1,miRNA,Mir3535
ENSMUSG00000073627.7,processed_transcript,C130036L24Rik
ENSMUSG00000026237.5,protein_coding,Nmur1
ENSMUSG00000026238.14,protein_coding,Ptma
ENSMUSG00000026239.14,protein_coding,Pde6d
ENSMUSG00000102927.1,TEC,Gm37152
ENSMUSG00000026240.12,protein_coding,Cops7b
ENSMUSG00000103609.1,TEC,Gm37022
ENSMUSG00000026241.5,protein_coding,Nppc
ENSMUSG00000053333.15,protein_coding,Dis3l2
ENSMUSG00000100768.1,sense_intronic,Gm29055
ENSMUSG00000104121.1,TEC,Gm37485
ENSMUSG00000102383.1,TEC,Gm38142
ENSMUSG00000104400.1,TEC,Gm38010
ENSMUSG00000102293.1,TEC,Gm37541
ENSMUSG00000102649.1,TEC,Gm38021
ENSMUSG00000084106.4,processed_pseudogene,Gm6136
ENSMUSG00000102571.1,TEC,Gm37967
ENSMUSG00000099401.1,antisense,Gm28375
ENSMUSG00000102956.1,TEC,Gm37017
ENSMUSG00000103984.1,TEC,Gm37447
ENSMUSG00000101625.1,lincRNA,Gm29371
ENSMUSG00000099839.1,lincRNA,Gm29374
ENSMUSG00000026247.13,protein_coding,Ecel1
ENSMUSG00000036480.9,protein_coding,Prss56
ENSMUSG00000026251.13,protein_coding,Chrnd
ENSMUSG00000026253.14,protein_coding,Chrng
ENSMUSG00000026254.17,protein_coding,Eif4e2
ENSMUSG00000088318.1,snRNA,Gm26187
ENSMUSG00000026255.15,protein_coding,Efhd1
ENSMUSG00000048000.15,protein_coding,Gigyf2
ENSMUSG00000079436.3,protein_coding,Kcnj13
ENSMUSG00000026259.14,protein_coding,Ngef
ENSMUSG00000079434.8,protein_coding,Neu2
ENSMUSG00000026288.14,protein_coding,Inpp5d
ENSMUSG00000026289.15,protein_coding,Atg16l1
ENSMUSG00000056055.13,protein_coding,Sag
ENSMUSG00000070738.10,protein_coding,Dgkd
ENSMUSG00000103996.1,TEC,4833421G17Rik
ENSMUSG00000103591.1,TEC,Gm38365
ENSMUSG00000005501.14,protein_coding,Usp40
ENSMUSG00000090165.8,protein_coding,Ugt1a10
ENSMUSG00000092220.1,processed_transcript,Gm20528
ENSMUSG00000090124.7,protein_coding,Ugt1a7c
ENSMUSG00000054545.17,protein_coding,Ugt1a6a
ENSMUSG00000081984.3,protein_coding,Dnajb3
ENSMUSG00000079429.9,protein_coding,Mroh2a
ENSMUSG00000044783.16,protein_coding,Hjurp
ENSMUSG00000036251.16,protein_coding,Trpm8
ENSMUSG00000026295.12,protein_coding,Spp2
ENSMUSG00000099553.1,lincRNA,Gm29538
ENSMUSG00000100908.1,lincRNA,Gm28888
ENSMUSG00000062310.7,protein_coding,Glrp1
ENSMUSG00000049866.12,protein_coding,Arl4c
ENSMUSG00000099848.1,lincRNA,Gm29337
ENSMUSG00000036206.12,protein_coding,Sh3bp4
ENSMUSG00000102700.1,TEC,Gm38312
ENSMUSG00000101288.1,lincRNA,Gm28342
ENSMUSG00000099938.1,lincRNA,C030007H22Rik
ENSMUSG00000055013.15,protein_coding,Agap1
ENSMUSG00000104114.1,TEC,Gm37297
ENSMUSG00000088371.1,rRNA,Gm25180
ENSMUSG00000101662.1,sense_intronic,Gm28499
ENSMUSG00000102009.6,processed_transcript,4933400F21Rik
ENSMUSG00000088775.1,misc_RNA,Gm26037
ENSMUSG00000103252.1,TEC,Gm37521
ENSMUSG00000034486.8,protein_coding,Gbx2
ENSMUSG00000092627.2,processed_transcript,D130058E05Rik
ENSMUSG00000067081.12,protein_coding,Asb18
ENSMUSG00000026301.16,protein_coding,Iqca
ENSMUSG00000044337.5,protein_coding,Ackr3
ENSMUSG00000101028.1,lincRNA,Gm28723
ENSMUSG00000103292.1,TEC,Gm35048
ENSMUSG00000034432.11,protein_coding,Cops8
ENSMUSG00000048126.16,protein_coding,Col6a3
ENSMUSG00000103061.1,TEC,Gm36970
ENSMUSG00000026303.6,protein_coding,Mlph
ENSMUSG00000026304.13,protein_coding,Rab17
ENSMUSG00000026305.15,protein_coding,Lrrfip1
ENSMUSG00000070732.2,protein_coding,Rbm44
ENSMUSG00000034353.14,protein_coding,Ramp1
ENSMUSG00000034343.14,protein_coding,Ube2f
ENSMUSG00000083064.1,processed_pseudogene,Gm7785
ENSMUSG00000097285.1,lincRNA,Gm26683
ENSMUSG00000026307.12,protein_coding,Scly
ENSMUSG00000090322.1,antisense,Gm17090
ENSMUSG00000049515.12,protein_coding,Espnl
ENSMUSG00000026308.8,protein_coding,Klhl30
ENSMUSG00000047443.14,protein_coding,Fam132b
ENSMUSG00000026309.14,protein_coding,Ilkap
ENSMUSG00000067071.8,protein_coding,Hes6
ENSMUSG00000055866.9,protein_coding,Per2
ENSMUSG00000034292.13,protein_coding,Traf3ip1
ENSMUSG00000026311.16,protein_coding,Asb1
ENSMUSG00000101705.1,lincRNA,Gm28380
ENSMUSG00000100980.1,antisense,Gm29100
ENSMUSG00000007805.4,protein_coding,Twist2
ENSMUSG00000101414.1,sense_intronic,Gm29101
ENSMUSG00000026313.16,protein_coding,Hdac4
ENSMUSG00000103101.1,TEC,Gm37048
ENSMUSG00000096941.1,lincRNA,Gm26720
ENSMUSG00000102565.1,TEC,Gm37036
ENSMUSG00000026260.12,protein_coding,Ndufa10
ENSMUSG00000073616.10,protein_coding,Myeov2
ENSMUSG00000100781.1,antisense,Gm29481
ENSMUSG00000034220.7,protein_coding,Gpc1
ENSMUSG00000101995.1,antisense,Gm29480
ENSMUSG00000034212.14,protein_coding,Ankmy1
ENSMUSG00000047067.7,protein_coding,Dusp28
ENSMUSG00000097251.2,antisense,5033417F24Rik
ENSMUSG00000026269.14,protein_coding,Rnpepl1
ENSMUSG00000100632.1,antisense,9430060I03Rik
ENSMUSG00000026270.11,protein_coding,Capn10
ENSMUSG00000026271.15,protein_coding,Gpr35
ENSMUSG00000014602.15,protein_coding,Kif1a
ENSMUSG00000101378.1,lincRNA,Gm28086
ENSMUSG00000026272.6,protein_coding,Agxt
ENSMUSG00000034159.12,protein_coding,2310007B03Rik
ENSMUSG00000084989.3,protein_coding,Crocc2
ENSMUSG00000047793.13,protein_coding,Sned1
ENSMUSG00000026273.13,protein_coding,Mterf4
ENSMUSG00000101172.1,antisense,Gm28535
ENSMUSG00000100351.1,processed_pseudogene,Gm7867
ENSMUSG00000026274.11,protein_coding,Pask
ENSMUSG00000026275.13,protein_coding,Ppp1r7
ENSMUSG00000034107.10,protein_coding,Ano7
ENSMUSG00000034088.15,protein_coding,Hdlbp
ENSMUSG00000026276.17,protein_coding,Sept2
ENSMUSG00000034066.13,protein_coding,Farp2
ENSMUSG00000103854.1,TEC,Gm37250
ENSMUSG00000026277.13,protein_coding,Stk25
ENSMUSG00000026278.14,protein_coding,Bok
ENSMUSG00000026279.14,protein_coding,Thap4
ENSMUSG00000101952.1,antisense,Gm10550
ENSMUSG00000026280.17,protein_coding,Atg4b
ENSMUSG00000026281.15,protein_coding,Dtymk
ENSMUSG00000026283.13,protein_coding,Ing5
ENSMUSG00000073609.9,protein_coding,D2hgdh
ENSMUSG00000093805.7,protein_coding,Gm9994
ENSMUSG00000073608.4,protein_coding,Gm6086
ENSMUSG00000051185.9,protein_coding,Fam174a
ENSMUSG00000103973.1,TEC,BC055308
ENSMUSG00000081051.4,processed_pseudogene,Gm15427
ENSMUSG00000040710.10,protein_coding,St8sia4
ENSMUSG00000103197.1,TEC,Gm37642
ENSMUSG00000100062.1,lincRNA,1700063A18Rik
ENSMUSG00000100336.1,lincRNA,Gm29601
ENSMUSG00000100589.1,lincRNA,4930533P14Rik
ENSMUSG00000040693.7,protein_coding,Slco4c1
ENSMUSG00000097814.5,antisense,Panct2
ENSMUSG00000045463.15,transcribed_unprocessed_pseudogene,Slco6b1
ENSMUSG00000026331.13,protein_coding,Slco6c1
ENSMUSG00000100484.1,unprocessed_pseudogene,Gm7133
ENSMUSG00000101348.6,transcribed_unprocessed_pseudogene,Gm7135
ENSMUSG00000103179.1,TEC,Gm37171
ENSMUSG00000044768.16,protein_coding,D1Ertd622e
ENSMUSG00000040648.14,protein_coding,Ppip5k2
ENSMUSG00000026333.14,protein_coding,Gin1
ENSMUSG00000026335.16,protein_coding,Pam
ENSMUSG00000104140.1,TEC,Gm37140
ENSMUSG00000089782.1,processed_pseudogene,Gm3531
ENSMUSG00000089706.7,processed_transcript,B230216N24Rik
ENSMUSG00000100182.6,lincRNA,1810006J02Rik
ENSMUSG00000100711.1,lincRNA,Gm29461
ENSMUSG00000026336.13,protein_coding,Slco6d1
ENSMUSG00000100009.6,lincRNA,Gm7967
ENSMUSG00000067028.11,protein_coding,Cntnap5b
ENSMUSG00000082431.3,processed_pseudogene,Tdpx-ps1
ENSMUSG00000104104.1,TEC,Gm37877
ENSMUSG00000100662.1,processed_pseudogene,Gm19029
ENSMUSG00000101890.1,unprocessed_pseudogene,Gm3116
ENSMUSG00000100955.1,unprocessed_pseudogene,Gm18728
ENSMUSG00000099469.1,unprocessed_pseudogene,Gm29141
ENSMUSG00000050840.8,protein_coding,Cdh20
ENSMUSG00000103991.1,TEC,Gm38031
ENSMUSG00000103060.1,TEC,Gm36969
ENSMUSG00000099669.1,lincRNA,Gm29012
ENSMUSG00000047496.6,protein_coding,Rnf152
ENSMUSG00000097482.2,antisense,Gm17634
ENSMUSG00000101214.1,sense_overlapping,Gm28403
ENSMUSG00000056536.14,protein_coding,Pign
ENSMUSG00000100672.1,sense_intronic,Gm28404
ENSMUSG00000026319.13,protein_coding,2310035C23Rik
ENSMUSG00000104044.1,TEC,Gm37566
ENSMUSG00000026321.7,protein_coding,Tnfrsf11a
ENSMUSG00000099843.1,lincRNA,Gm7160
ENSMUSG00000038866.15,protein_coding,Zcchc2
ENSMUSG00000102501.1,TEC,Gm37372
ENSMUSG00000101583.1,lincRNA,Gm20753
ENSMUSG00000044340.7,protein_coding,Phlpp1
ENSMUSG00000103291.1,TEC,Gm38235
ENSMUSG00000057329.7,protein_coding,Bcl2
ENSMUSG00000054006.14,antisense,D630008O14Rik
ENSMUSG00000103348.1,TEC,Gm37053
ENSMUSG00000009905.5,protein_coding,Kdsr
ENSMUSG00000009907.17,protein_coding,Vps4b
ENSMUSG00000067006.12,protein_coding,Serpinb5
ENSMUSG00000059956.14,protein_coding,Serpinb12
ENSMUSG00000073602.10,protein_coding,Serpinb3b
ENSMUSG00000067001.11,protein_coding,Serpinb7
ENSMUSG00000062345.10,protein_coding,Serpinb2
ENSMUSG00000092572.7,polymorphic_pseudogene,Serpinb10
ENSMUSG00000026315.13,protein_coding,Serpinb8
ENSMUSG00000100457.6,lincRNA,D830032E09Rik
ENSMUSG00000026312.17,protein_coding,Cdh7
ENSMUSG00000047216.8,protein_coding,Cdh19
ENSMUSG00000102788.1,TEC,Gm38255
ENSMUSG00000102160.1,TEC,Gm36944
ENSMUSG00000101253.1,lincRNA,Gm29088
ENSMUSG00000100555.1,processed_pseudogene,Gm8173
ENSMUSG00000038702.6,protein_coding,Dsel
ENSMUSG00000097648.1,lincRNA,9330185C12Rik
ENSMUSG00000100515.6,transcribed_processed_pseudogene,Gm17916
ENSMUSG00000070695.4,protein_coding,Cntnap5a
ENSMUSG00000100527.1,unprocessed_pseudogene,Gm28359
ENSMUSG00000099571.1,unprocessed_pseudogene,Gm18182
ENSMUSG00000101303.1,protein_coding,B020011L13Rik
ENSMUSG00000100886.1,unprocessed_pseudogene,Gm7195
ENSMUSG00000100617.1,protein_coding,Gm7145
ENSMUSG00000102030.1,protein_coding,Gm29106
ENSMUSG00000026374.14,protein_coding,Tsn
ENSMUSG00000026377.12,protein_coding,Nifk
ENSMUSG00000064302.13,protein_coding,Clasp1
ENSMUSG00000107722.1,antisense,2900060B14Rik
ENSMUSG00000080542.1,snRNA,Gm22710
ENSMUSG00000026380.10,protein_coding,Tfcp2l1
ENSMUSG00000048402.14,protein_coding,Gli2
ENSMUSG00000097408.1,lincRNA,Gm26831
ENSMUSG00000101179.1,lincRNA,Gm29455
ENSMUSG00000037035.5,protein_coding,Inhbb
ENSMUSG00000004451.14,protein_coding,Ralb
ENSMUSG00000098447.2,antisense,Gm27184
ENSMUSG00000098923.1,protein_coding,Tmem185b
ENSMUSG00000101731.1,lincRNA,3830432H09Rik
ENSMUSG00000026383.14,protein_coding,Epb41l5
ENSMUSG00000102687.1,TEC,Gm37219
ENSMUSG00000026384.13,protein_coding,Ptpn4
ENSMUSG00000103146.1,TEC,Gm37745
ENSMUSG00000101224.1,lincRNA,Gm28209
ENSMUSG00000036975.5,protein_coding,Tmem177
ENSMUSG00000036962.12,protein_coding,Cfap221
ENSMUSG00000026387.15,protein_coding,Sctr
ENSMUSG00000050777.7,protein_coding,Tmem37
ENSMUSG00000026385.16,protein_coding,Dbi
ENSMUSG00000026388.15,protein_coding,3110009E18Rik
ENSMUSG00000026389.16,protein_coding,Steap3
ENSMUSG00000036907.9,protein_coding,C1ql2
ENSMUSG00000026390.7,protein_coding,Marco
ENSMUSG00000058665.8,protein_coding,En1
ENSMUSG00000099957.3,lincRNA,2610027F03Rik
ENSMUSG00000101386.1,lincRNA,Gm29346
ENSMUSG00000101922.1,lincRNA,Gm29345
ENSMUSG00000102360.1,TEC,Gm37043
ENSMUSG00000097881.7,lincRNA,Celrr
ENSMUSG00000104332.1,TEC,Gm38283
ENSMUSG00000003721.14,protein_coding,Insig2
ENSMUSG00000104253.1,TEC,Gm37174
ENSMUSG00000026339.18,protein_coding,Ccdc93
ENSMUSG00000085857.1,antisense,Gm15392
ENSMUSG00000050534.8,protein_coding,Htr5b
ENSMUSG00000001674.11,protein_coding,Ddx18
ENSMUSG00000099960.1,lincRNA,Gm28590
ENSMUSG00000104180.1,TEC,Gm37970
ENSMUSG00000036815.16,protein_coding,Dpp10
ENSMUSG00000102801.1,TEC,Gm37478
ENSMUSG00000102681.1,TEC,Gm37221
ENSMUSG00000077472.1,snoRNA,Gm24791
ENSMUSG00000104410.1,TEC,Gm37066
ENSMUSG00000102521.1,TEC,Gm37781
ENSMUSG00000104205.1,TEC,Gm37396
ENSMUSG00000102902.1,TEC,Gm38263
ENSMUSG00000102940.1,TEC,Gm37551
ENSMUSG00000103914.1,TEC,Gm38073
ENSMUSG00000100851.1,lincRNA,Gm28928
ENSMUSG00000102240.1,TEC,Gm37717
ENSMUSG00000026341.16,protein_coding,Actr3
ENSMUSG00000026342.10,protein_coding,Slc35f5
ENSMUSG00000026343.6,protein_coding,Gpr39
ENSMUSG00000026344.9,protein_coding,Lypd1
ENSMUSG00000049690.15,protein_coding,Nckap5
ENSMUSG00000104519.1,TEC,Gm37161
ENSMUSG00000102723.1,TEC,Gm37936
ENSMUSG00000103824.1,TEC,Gm38177
ENSMUSG00000101600.1,lincRNA,4930599A14Rik
ENSMUSG00000036155.13,protein_coding,Mgat5
ENSMUSG00000104039.1,TEC,Gm37772
ENSMUSG00000104378.1,TEC,Gm37510
ENSMUSG00000103390.1,TEC,Gm38301
ENSMUSG00000026347.13,protein_coding,Tmem163
ENSMUSG00000026348.7,protein_coding,Acmsd
ENSMUSG00000102014.1,antisense,2900009J06Rik
ENSMUSG00000026349.14,protein_coding,Ccnt2
